name,submitted_name,homepage_url,jurisdiction_type,state_iso,municipality,county_fips,county_name,lat,lng,defunct_year,airtable_uid
Auburn University Department of Public Safety - AL,Auburn University Department of Public Safety,http://www.auburn.edu/safety,school,AL,Auburn,,,,,,recs7YMDzNEKV6uy6
Mattoon Police Department - IL,Mattoon Police Department,http://mattoon.illinois.gov/government/police,local,IL,Mattoon,17029,['Coles'],39.480595,-88.3755,,recs7qk35ya1Ub4vG
New Lothrop Police Department - MI,New Lothrop Police Department,https://www.countyoffice.org/shohola-township-police-department-shohola-pa-156/,local,MI,New Lothrop,26155,['Shiawassee'],43.11652,-83.969536,,recs7qrXX2ngj9H3Y
Irion County Sheriff's Office - TX,Irion County Sheriff's Office,http://www.co.irion.tx.us/page/irion.Sheriff,county,TX,Mertzon,48235,['Irion'],31.25834,-100.81963,,recs85DMbLwkZDgzK
Monterey Police Department - MA,Monterey Police Department,https://www.montereyma.gov/police-department,local,MA,Monterey,25003,['Berkshire'],42.179825,-73.21375,,recs87e3pxQ9pMGDf
Clayton State University Department of Public Safety - GA,Clayton State University Department of Public Safety,https://www.clayton.edu/public-safety/index,state,GA,,,,,,,recs8BU3C5LU4azbn
Portland Community College Department of Public Safety - OR,Portland Community College Department of Public Safety,https://www.pcc.edu/public-safety/,school,OR,Portland,,,,,,recs8JxwPNehf0Ntn
Decatur County Sheriff's Office - KS,Decatur County Sheriff's Office,https://decaturso.com/,county,KS,Oberlin,20039,['Decatur'],39.81918,-100.5284,,recs8SRRQWGuPBCPb
Kinnelon Police Department - NJ,Kinnelon Police Department,https://www.kinnelonboro.org/police-department-0,local,NJ,,,,,,,recs8VC9yzLfmDGnv
Hesperia School District Police Department - CA,Hesperia School District Police Department,https://www.hesperiausd.org/o/husd-police-department/page/officer-bios,school,CA,,,,,,,recs8aPJbLawxNo2Q
Red Oak Police Department - OK,Red Oak Police Department,,local,OK,Red Oak,40077,['Latimer'],,,,recs8utEynMzveiaw
Green River Police Department - WY,Green River Police Department,http://www.cityofgreenriver.org/67/Police-Department,local,WY,Green River,56037,['Sweetwater'],41.529648,-109.46608,,recs90QqPs4fp1CUy
Summit Township Police Department - MI,Summit Township Police Department,https://www.summittwp.com/departments/police_department1/index.php,local,MI,Jackson,26075,['Jackson'],42.1985,-84.43868,,recs93Fmz8jqonmEw
New York City Police Department - NY,New York City Police Department,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts/23rd-precinct.page?,local,NY,New York,36047,['Kings'],40.57627,-73.9904,,recs9GgulhKtr0mey
Niagara County Sheriff's Department - NY,Niagara County Sheriff's Department,http://www.niagarasheriff.com/,county,NY,Lockport,36063,['Niagara'],43.18069,-78.73787,,recsA55RVEf7spchT
Saginaw Township Police Department - MI,Saginaw Township Police Department,https://www.saginawtownship.org/departments/police_department/divisions/investigations.php,local,MI,Saginaw,26145,['Saginaw'],43.4516,-84.01339,,recsAEb0GZRrYgPnL
Farmington Hills Police Department - MI,Farmington Hills Police Department,https://fhgov.com/Government/Departments-Divisions/Police-(1).aspx,local,MI,Farmington,26125,['Oakland'],42.484207,-83.36028,,recsARVvo3txRHp48
Bow Police Department - NH,Bow Police Department,https://bownh.gov/237/Police,local,NH,Bow,33013,['Merrimack'],43.156677,-71.5338,,recsAfCy1ks0ev8RL
Leflore County Sheriff's Office - OK,Leflore County Sheriff's Office,http://leflorecountyso.com/contact_us,county,OK,,,,,,,recsAkpeUugXEDyUy
Lebanon Schools Police Department - IN,Lebanon Schools Police Department,https://lebanon.in.gov/lebanon-police-department/,school,IN,Lebanon,,,,,,recsAktmZfOWJynz4
Billings County Sheriff's Office - ND,Billings County Sheriff's Office,https://www.facebook.com/Billingscountyssheriff/,county,ND,Medora,38007,['Billings'],46.91302,-103.52274,,recsB5S3DRQyO644C
Hawaii Prosecuting Attorney Office Criminal Investigations Unit - HI,Hawaii Prosecuting Attorney Office Criminal Investigations Unit,https://www.hawaiicounty.gov/departments/prosecuting-attorney,local,HI,Pontiac,26125,['Oakland'],42.655914,-83.32777,,recsBGw7ruzN4eIah
Little Ferry Police Department - NJ,Little Ferry Police Department,http://littleferrynj.org/content/121/1842/default.aspx/default.aspx,local,NJ,Little Ferry,34003,['Bergen'],40.8503,-74.04404,,recsBgco9t5KfvqXX
Chinle School District Police - AZ,Chinle School District Police,https://www.chinleusd.k12.az.us/m/pages/index.jsp?uREC_ID=432884&type=d,school,AZ,,,,,,,recsBtZMG9d4G4Oo2
Airway Heights Police Department - WA,Airway Heights Police Department,http://www.cawh.org/departments/police-department,local,WA,Ritzville,53063,['Spokane'],47.126442,-118.38226,,recsBxxVxIuv02BkK
Essex County Sheriff's Office Patrol Division - NJ,Essex County Sheriff's Office Patrol Division,,county,NJ,Newark,34013,['Essex'],40.75336,-74.17797,,recsCFsbbhcqlWuHn
Bloomington Police Department - MN,Bloomington Police Department,https://www.bloomingtonmn.gov/pd/bloomington-police-department-bloomington-minnesota,local,MN,Minneapolis,27053,['Hennepin'],44.82486,-93.30228,,recsCMV74TQEL14Ty
Oceanside Police Department - CA,Oceanside Police Department,https://www.ci.oceanside.ca.us/gov/police,local,CA,Oceanside,06073,['San Diego'],33.22594,-117.328735,,recsCOFfGMDPkOKec
Mathis Police Department - TX,Mathis Police Department,https://www.fairburn.com/chief-police-stoney-mathis,local,TX,Mathis,48409,['San Patricio'],28.093882,-97.82488,,recsCPxC1ZAqrkejY
San Bernardino County Aggregated - CA,San Bernardino County Aggregated,,county,CA,,06071,['San Bernardino'],,,,recsCUezPeUOgP8Af
Sikes Police Department - LA,Sikes Police Department,,local,LA,Wheatfield,18073,['Jasper'],41.191288,-87.05186,,recsCoK5LTMd7hlCW
Kinsey Police Department - AL,Kinsey Police Department,https://kinseyalabama.com/police/,local,AL,Dothan,01069,['Houston'],31.298351,-85.34452,,recsCoiZbnxbaGZNw
Detroit Police Department - MI,Detroit Police Department,https://detroitmi.gov/departments/police-department,local,MI,Detroit,26163,['Wayne'],42.42585,-83.051216,,recsCx4e70CrvOc2X
Remington Police Department - VA,Remington Police Department,http://www.remingtonpolice.com/,local,VA,Remington,51061,['Fauquier'],38.533714,-77.807686,,recsCyALKlVF8L80w
Navasota Police Department - TX,Navasota Police Department,https://www.navasotatx.gov/,local,TX,Navasota,48185,['Grimes'],30.3871,-96.08775,,recsCyTzTlMgPFr8t
Troy Police Department - NY,Troy Police Department,http://www.troyny.gov/departments/police-department,local,NY,Troy,36083,['Rensselaer'],42.72998,-73.6868,,recsD7DJMCix408Bz
Ohio University Police Department - Ohio University - OH,Ohio University Police Department - Ohio University,https://www.ohio.edu/police,school,OH,Athens,39009,['Athens'],39.320164,-82.10901,,recsDJ6Pu4zVv7WqB
Guthrie Police Department - KY,Guthrie Police Department,,local,KY,Guthrie,21219,['Todd'],36.64867,-87.1657,,recsDRYOi08bzu4x6
Marion County Sheriff's Office - MO,Marion County Sheriff's Office,http://www.mcsomo.com/,county,MO,Hannibal,29127,['Marion'],39.706394,-91.36416,,recsE66wDlPKyHBc0
Helen Police Department - GA,Helen Police Department,https://cityofhelen.org/government/city-departments/police-department.html,local,GA,Helen,13311,['White'],34.69963,-83.72547,,recsECZtHwg8CuQdu
Colorado City Marshal's Office - AZ,Colorado City Marshal's Office,https://www.stgeorgeutah.com/news/archive/2020/09/27/cgb-colorado-city-marshals-office-aims-to-rebuild-trust-with-community-after-unprecedented-change/,local,AZ,Colorado City,04015,['Mohave'],36.990158,-112.97532,,recsEGn5qCTYGhGX0
Emerson Police Department - NE,Emerson Police Department,https://www.facebook.com/EmersonPoliceDept/,local,NE,Emerson,31043,['Dakota'],42.283066,-96.726135,,recsEeNiufQY82mGL
Daggett County Sheriff's Office - UT,Daggett County Sheriff's Office,https://www.daggettcounty.org/25/Sheriff,county,UT,Manila,49009,['Daggett'],40.98972,-109.72555,,recsEmFr4bFDMV633
Harrison City Police Department - OH,Harrison City Police Department,https://www.harrisonohio.gov/170/Police,local,OH,Harrison,39061,['Hamilton'],39.26219,-84.8167,,recsEr8qGoLhU1Gmz
La Moille Police Department - IL,La Moille Police Department,,local,IL,La Moille,17011,['Bureau'],41.53639,-89.27843,,recsEwiqteeTqu5iP
McCall Police Department - ID,McCall Police Department,https://www.mccall.id.us/police-department,local,ID,McCall,16085,['Valley'],44.897343,-116.08955,,recsExlUeDpJMoLwO
Youngstown State University Police - Youngstown State University - OH,Youngstown State University Police - Youngstown State University,https://ysu.edu/ysu-police,state,OH,,,,,,,recsF4lr5wFlbebr4
Cle Elum Roslyn South Cle Elum Police Department - WA,Cle Elum Roslyn South Cle Elum Police Department,http://cityofcleelum.com/city-services/police/,local,WA,Cle Elum,53037,['Kittitas'],47.198616,-120.956924,,recsFLJqd9mTfRs3a
Alabama Department of Homeland Security - AL,Alabama Department of Homeland Security,http://www.alea.gov/office-of-the-secretary/homeland-security,local,AL,,,,,,,recsFN6ZeZeJdemkU
Ogdensburg Police Department - NJ,Ogdensburg Police Department,http://www.ogdensburgnj.org/departments/police-department/,local,NJ,Ogdensburg,34037,['Sussex'],41.07958,-74.59183,,recsFVybm9l7hQD0h
Clive Police Department - IA,Clive Police Department,https://www.cityofclive.com/services/public_safety/police/index.php,local,IA,Clive,19153,['Polk'],41.60804,-93.73578,,recsFoRos7R2HcrwW
Amory Police Department - MS,Amory Police Department,http://www.cityofamoryms.com/departments/police-department/,local,MS,Amory,28095,['Monroe'],33.98349,-88.48922,,recsG01TWroCxTD1M
Cass County Sheriff's Office - IA,Cass County Sheriff's Office,https://www.casscountyia.gov/county-departments/sheriffs-office/,county,IA,Atlantic,19029,['Cass'],41.403538,-95.01392,,recsG2iZnkxuVgZUu
Elmore County Sheriff's Office - ID,Elmore County Sheriff's Office,https://elmorecounty.org/elmore-county-sheriff,county,ID,Mountain Home,16039,['Elmore'],43.136826,-115.67315,,recsGEfEwhRmf8h6s
New York City Police Department School Safety Division (Special Patrolmen) - NY,New York City Police Department School Safety Division (Special Patrolmen),,school,NY,New York City,,,,,,recsGQw5JUfPZ7hsQ
Burton Police Department - OH,Burton Police Department,,local,OH,Burton,39055,['Geauga'],,,,recsGWDfyG1AvExSQ
Clyde Police Department - OH,Clyde Police Department,https://clydepolice.org/,local,OH,Clyde,39143,['Sandusky'],41.306076,-82.97448,,recsGcbmx961jMqWp
Sicily Island Police Department - LA,Sicily Island Police Department,http://www.dss.state.la.us/directory/office/9420,local,LA,Sicily Island,22025,['Catahoula'],31.850233,-91.66209,,recsGhFoBENKtfg4p
Clay County Sheriff's Office - AL,Clay County Sheriff's Office,https://www.claysheriff.com/,county,AL,,01027,['Clay'],33.27322,-85.8564,,recsGpFbWi62SFoHg
Lucama Police Department - NC,Lucama Police Department,https://www.townoflucamanc.com/about-lucama,local,NC,Lucama,37195,['Wilson'],35.644505,-78.009186,,recsGq2iI3XdCAhHz
Lansdale Borough Police Department - PA,Lansdale Borough Police Department,http://lansdale.org/154/Police,local,PA,Lansdale,42091,['Montgomery'],40.240814,-75.28514,,recsH6zjCgsVGyOn0
Drew County Detention Center - AR,Drew County Detention Center,https://www.drewcountysheriff.com/roster-choose,county,AR,,05043,['Drew'],33.6247658,-91.7903518,,recsHIm3dxni3ucoE
Antioch Police Department - CA,Antioch Police Department,https://www.antiochca.gov/police,local,CA,Antioch,06013,['Contra Costa'],38.01617,-121.8206,,recsHLsYrlwwosqDf
Habersham County Board of Education Police - GA,Habersham County Board of Education Police,,county,GA,Mount Airy,13137,['Habersham'],,,,recsHP32XyyocKB7z
Miner Police Department - MO,Miner Police Department,,local,MO,Miner,29201,['Scott'],,,,recsHbt2NuQfykvj6
New Hampshire Department. of Safety - Marine Patrol - NH,New Hampshire Department. of Safety - Marine Patrol,,local,NH,Gilford,33013,['Merrimack'],,,,recsHgnxIiBTiHHoa
Inyo County Sheriff's Office Bishop - CA,Inyo County Sheriff's Office Bishop,https://www.inyocounty.us/services/sheriff,county,CA,Bishop,06027,['Inyo'],37.36162,-118.39752,,recsI5L4a6UJdq9cL
Noble County Sheriff's Office - IN,Noble County Sheriff's Office,https://noblecountysheriff.org/,county,IN,Wabash,18169,['Wabash'],40.79756,-85.82195,,recsI6eRCTVTBMXR2
Pooler Police Department - GA,Pooler Police Department,https://www.pooler-ga.gov/pooler-departments/pooler-police-department,local,GA,Pooler,13051,['Chatham'],32.11574,-81.250046,,recsIgblMfSJErxkt
Walkerville Police Department - MI,Walkerville Police Department,,local,MI,Walkerville,26127,['Oceana'],43.71362,-86.12298,,recsIvX0x5KjUaysG
Humphreys County Sheriff's Office - MS,Humphreys County Sheriff's Office,https://www.humphreys911.com/,county,MS,Belzoni,28053,['Humphreys'],33.17459,-90.48859,,recsJ1eRYWqzc5RbR
Cherryville Police Department - NC,Cherryville Police Department,http://www.cityofcherryville.com/government/police,local,NC,Cherryville,37071,['Gaston'],35.384266,-81.37193,,recsJ2hrNcEqIUUIE
Lordsburg Police Department - NM,Lordsburg Police Department,,local,NM,Lordsburg,35023,['Hidalgo'],32.34415,-108.71352,,recsJ4aP1K9Lj3SZy
Branson West Police Department - MO,Branson West Police Department,,local,MO,Branson West,29209,['Stone'],,,,recsJFtQba75DOJVn
Moody Police Department - TX,Moody Police Department,https://www.facebook.com/moodypolicedepartment,local,TX,Moody,48309,['McLennan'],31.30791,-97.36249,,recsJJN6tbezy7Ho7
New York State Metropolitan Transportation Authority Police - NY,New York State Metropolitan Transportation Authority Police,,state,NY,New York,36061,['New York'],,,,recsJJfNaZ1MO4v4I
Many Police Department - LA,Many Police Department,https://www.facebook.com/ManyPoliceDepartment/,local,LA,Many,22085,['Sabine'],31.568535,-93.48192,,recsJLJDJ5bstX5qX
Vandalia Police Department - OH,Vandalia Police Department,https://vandaliaohio.org/home-page/departments/police-division/,local,OH,Vandalia,39113,['Montgomery'],39.89305,-84.19504,,recsJTy9dARabtZgL
Armour Police Department - SD,Armour Police Department,,local,SD,Armour,46043,['Douglas'],43.31685,-98.3465,,recsJidGZPrR6YtJo
Arvin Police Department - CA,Arvin Police Department,https://www.arvin.org/181/Police,local,CA,Arvin,06029,['Kern'],35.21021,-118.8328,,recsJv2aCja3BBJdC
Waynoka Police Department - OK,Waynoka Police Department,https://www.countyoffice.org/waynoka-police-department-waynoka-ok-430/,local,OK,Waynoka,40151,['Woods'],36.584698,-98.880104,,recsK0SGjEN5UGPHw
Liberty County Probation Department - FL,Liberty County Probation Department,https://www.co.liberty.tx.us/page/liberty.Adult,county,FL,Buffalo,36029,['Erie'],42.885,-78.87652,,recsKCbz2fEHPVw4z
Enderlin Police Department - ND,Enderlin Police Department,,local,ND,Enderlin,38073,['Ransom'],46.62411,-97.60094,,recsKTttan3DQwHUH
Oakdale Police Department - LA,Oakdale Police Department,https://www.oakdalegov.com/police,local,LA,Oakdale,22003,['Allen'],30.816477,-92.66185,,recsKrKebRtDwzU2I
University of Oklahoma Police Department Norman - OK,University of Oklahoma Police Department Norman,http://www.ou.edu/content/police.html,school,OK,Norman,40027,['Cleveland'],35.1898,-97.43511,,recsL5k2SntPerQAr
Shoreline Police Department Shoreline Precinct - WA,Shoreline Police Department Shoreline Precinct,,local,WA,Seattle,53033,['King'],47.76346,-122.34362,,recsL8gLEf3a55GaC
Bluegrass Army Depot Police Department - KY,Bluegrass Army Depot Police Department,https://www.bluegrass.army.mil/,local,KY,,,,,,,recsL8sTXwTszW094
Tarrant County Sheriff's Office - TX,Tarrant County Sheriff's Office,http://access.tarrantcounty.com/en/sheriff.html,county,TX,Fort Worth,48439,['Tarrant'],32.756176,-97.33592,,recsLI8eygvM0wSIH
Kline Township Police Department - PA,Kline Township Police Department,,local,PA,Kelayres,42107,['Schuylkill'],40.90082,-76.00245,,recsLLC8ucZgE6Naa
Morgan County Prosecutor's Office - IN,Morgan County Prosecutor's Office,https://morganprosecutor.com/,county,IN,Martinsville,18109,['Morgan'],39.426224,-86.42763,,recsLUpEcdhO4vXJR
Hickman Police Department - KY,Hickman Police Department,,local,KY,Hickman,21075,['Fulton'],,,,recsLihFzTcTGatOA
Chester County Detectives - PA,Chester County Detectives,,county,PA,West Chester,42029,['Chester'],,,,recsM1mPvcvqIF3O2
Crandon Police Department - WI,Crandon Police Department,https://www.facebook.com/CrandonPolice,local,WI,Crandon,55041,['Forest'],45.56891,-88.90422,,recsM485rY2Hj9Fvh
Volusia County Beach Patrol - FL,Volusia County Beach Patrol,,county,FL,Daytona Beach,12127,['Volusia'],,,,recsM4osp67PkgyIc
Port Orange Police Department - FL,Port Orange Police Department,https://www.port-orange.org/439/Police-Department,local,FL,Port Orange,12127,['Volusia'],29.134745,-81.02983,,recsMVNyZ8rVJRRm2
Emmet County Sheriff's Office - MI,Emmet County Sheriff's Office,https://www.emmetcounty.org/courts-sheriff/sheriff,county,MI,Petoskey,26047,['Emmet'],45.37514,-84.95297,,recsMiaxPv73dfGSr
Fort Recovery Police Department - OH,Fort Recovery Police Department,,local,OH,Fort Recovery,39107,['Mercer'],40.41291,-84.77809,,recsMla8tbHGHhXln
Hot Springs Village Police Department - AR,Hot Springs Village Police Department,https://www.cityhs.net/359/Police,local,AR,Hot Springs Village,05051,['Garland'],34.67378,-93.03331,,recsN7FpuFuOQOby4
